Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(2292405..2292962):CDS	bop27	"periplasmic thioredoxin of cytochrome c-type biogenesis"	bop27		
NC_000913:complement(2292959..2294902):CDS	bop27	"heme lyase, ccmf subunit"	bop27		
NC_000913:complement(2294899..2295378):CDS	bop27	"periplasmic heme chaperone"	bop27		
NC_000913:complement(2295375..2295584):CDS	bop27	"cytochrome c biogenesis protein; heme export abc transporter holo-ccme release factor"	bop27		
NC_000913:complement(2295581..2296318):CDS	bop27	"heme export abc transporter permease; ccme-interacting protein"	bop27		
NC_000913:complement(2296360..2297022):CDS	bop27	"heme export abc transporter permease"	bop27		
NC_000913:complement(2297019..2297642):CDS	bop27	"heme export abc transporter atpase"	bop27		
NC_000913:complement(2297655..2298257):CDS	bop27	"quinol dehydrogenase, electron source for napab"	bop27		
NC_000913:complement(2298267..2298716):CDS	bop27	"nitrate reductase, small, cytochrome c550 subunit, periplasmic"	bop27		
NC_000913:complement(2298713..2299576):CDS	bop27	"ferredoxin-type protein"	bop27		
NC_000913:complement(2299563..2300258):CDS	bop27	"ferredoxin-type protein"	bop27		
NC_000913:complement(2300265..2302751):CDS	bop27	"nitrate reductase, periplasmic, large subunit"	bop27		
NC_000913:complement(2302748..2303011):CDS	bop27	"assembly protein for periplasmic nitrate reductase"	bop27		
NC_000913:complement(2303001..2303495):CDS	bop27	"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase napa"	bop27		
NC_000913:2303903..2304391:CDS	bop27	"ecotin, a serine protease inhibitor"	bop27		
NC_000913:complement(2305106..2306752):CDS	bop27	"malate dehydrogenase, fad/nad(p)-binding domain"	bop27		
NC_000913:complement(2306970..2308613):CDS	bop27	"microcin j25 efflux abc transporter permease/atpase"	bop27		
NC_000913:complement(2308689..2309339):CDS	bop27	"oxidative demethylase of n1-methyladenine or n3-methylcytosine dna lesions"	bop27		
NC_000913:complement(2309339..2310403):CDS	bop27	"fused dna-binding transcriptional dual regulator/o6-methylguanine-dna methyltransferase"	bop27		
NC_000913:complement(2310477..2311532):CDS	bop27	"putative thiamine-synthetic flavin transferase lipoprotein"	bop27		
NC_000913:complement(2311644..2312747):CDS	bop27	"outer membrane porin protein c"	bop27		
NC_000913:2313486..2316158:CDS	bop27	"phosphotransfer intermediate protein in two-component regulatory system with rcsbc"	bop27		
NC_000913:2316175..2316825:CDS	bop27	"response regulator in two-component regulatory system with rcsc and yojn"	bop27		
NC_000913:complement(2317025..2319874):CDS	bop27	"hybrid sensory kinase in two-component regulatory system with rcsb and yojn"	bop27		
NC_000913:2320041..2321867:CDS	bop27	"sensory histidine kinase in two-component regulatory system with atoc"	bop27		
NC_000913:2321864..2323249:CDS	bop27	"fused response regulator of ato operon, in two-component system with atos: response regulator/sigma54 interaction protein"	bop27		
NC_000913:2323445..2324107:CDS	bop27	"acetyl-coa:acetoacetyl-coa transferase, alpha subunit"	bop27		
NC_000913:2324107..2324757:CDS	bop27	"acetyl-coa:acetoacetyl-coa transferase, beta subunit"	bop27		
NC_000913:2324754..2326076:CDS	bop27	"short chain fatty acid transporter"	bop27		
NC_000913:2326107..2327291:CDS	bop27	"acetyl-coa acetyltransferase"	bop27		
NC_000913:complement(2327365..2328141):CDS	bop27	"duf2135 family protein, putative host defense protein"	bop27		
NC_000913:complement(2328146..2329795):CDS	bop27	"tandem duf2300 domain protein, putative host defense protein"	bop27		
NC_000913:complement(2329796..2334400):CDS	bop27		bop27		
NC_000913:complement(2334334..2334957):CDS	bop27	"duf1175 family protein, putative host defense protein"	bop27		
NC_000913:complement(2334954..2336642):CDS	bop27	"duf2138 family protein, putative host defense protein"	bop27		
NC_000913:complement(2336791..2339418):CDS	bop27	"dna gyrase (type ii topoisomerase), subunit a"	bop27		
NC_000913:2339565..2340287:CDS	bop27	"bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase"	bop27		
NC_000913:complement(2340415..2344167):CDS	bop27	"adhesin"	bop27		
NC_000913:2344863..2347148:CDS	bop27	"ribonucleoside-diphosphate reductase 1, alpha subunit"	bop27		
NC_000913:2347382..2348512:CDS	bop27	"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein"	bop27		
NC_000913:2348512..2348766:CDS	bop27	"ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (y*) cofactor maintenance"	bop27		
NC_000913:complement(2348820..2349470):CDS	bop27	"acid-inducible kdo/waap family putative kinase"	bop27		
NC_000913:2349649..2349891:CDS	bop27		bop27		
NC_000913:complement(2349933..2351009):CDS	bop27	"periplasmic glycerophosphodiester phosphodiesterase"	bop27		
NC_000913:complement(2351014..2352372):CDS	bop27	"sn-glycerol-3-phosphate transporter"	bop27		
NC_000913:2352645..2354273:CDS	bop27	"anaerobic sn-glycerol-3-phosphate dehydrogenase, large fad/nad(p)-binding subunit"	bop27		
NC_000913:2354263..2355522:CDS	bop27	"anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit"	bop27		
NC_000913:2355519..2356709:CDS	bop27	"anaerobic sn-glycerol-3-phosphate dehydrogenase, c subunit, 4fe-4s iron-sulfur cluster"	bop27		
NC_000913:2356902..2357801:CDS	bop27	"transposase_31 family protein"	bop27		
NC_000913:2357802..2357999:CDS	bop27		bop27		
NC_000913:complement(2358040..2358843):CDS	bop27	"2-keto-3-deoxy-l-rhamnonate aldolase"	bop27		
NC_000913:complement(2358861..2360150):CDS	bop27	"putative l-rhamnonate transporter"	bop27		
NC_000913:complement(2360207..2361412):CDS	bop27	"l-rhamnonate dehydratase"	bop27		
NC_000913:complement(2361427..2362209):CDS	bop27	"putative dna-binding transcriptional regulator for the rhm operon"	bop27		
NC_000913:complement(2362429..2363631):CDS	bop27	"inactive pncc family protein"	bop27		
NC_000913:complement(2363731..2364273):CDS	bop27	"outer membrane protein, putative porin"	bop27		
NC_000913:2364552..2364977:CDS	bop27	"nucleoside triphosphatase"	bop27		
NC_000913:complement(2365016..2365618):CDS	bop27	"putative lps core heptose(ii)-phosphate phosphatase"	bop27		
NC_000913:2365926..2367065:CDS	bop27	"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, plp-dependent"	bop27		
NC_000913:2367069..2368037:CDS	bop27	"undecaprenyl phosphate-l-ara4fn transferase"	bop27		
NC_000913:2368037..2370019:CDS	bop27	"fused udp-l-ara4n formyltransferase/udp-glca c-4'-decarboxylase"	bop27		
NC_000913:2370016..2370906:CDS	bop27	"undecaprenyl phosphate-alpha-l-ara4fn deformylase"	bop27		
NC_000913:2370906..2372558:CDS	bop27	"4-amino-4-deoxy-l-arabinose transferase"	bop27		
NC_000913:2372555..2372890:CDS	bop27	"undecaprenyl phosphate-alpha-l-ara4n exporter; flippase arnef subunit"	bop27		
NC_000913:2372890..2373276:CDS	bop27	"undecaprenyl phosphate-alpha-l-ara4n exporter; flippase arnef subunit"	bop27		
NC_000913:complement(2373270..2373536):CDS	bop27	"inactive two-component system connector protein"	bop27		
NC_000913:complement(2373646..2375001):CDS	bop27	"o-succinylbenzoate-coa ligase"	bop27		
NC_000913:complement(2374998..2375960):CDS	bop27	"o-succinylbenzoyl-coa synthase"	bop27		
NC_000913:complement(2375960..2376817):CDS	bop27	"dihydroxynaphthoic acid synthetase"	bop27		
NC_000913:complement(2376832..2377590):CDS	bop27	"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase"	bop27		
NC_000913:complement(2377587..2379257):CDS	bop27	"2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; sephchc synthase"	bop27		
NC_000913:complement(2379346..2380641):CDS	bop27	"isochorismate synthase 2"	bop27		
NC_000913:complement(2380720..2381025):CDS	bop27	"putative membrane-anchored duf883 family ribosome-binding protein"	bop27		
NC_000913:complement(2381080..2381541):CDS	bop27	"gnat family putative n-acetyltransferase"	bop27		
NC_000913:2381606..2382523:CDS	bop27	"rnase bn, trna processing enzyme"	bop27		
NC_000913:2382711..2383922:CDS	bop27	"protease, capable of cleaving an amc-ubiquitin model substrate"	bop27		
NC_000913:complement(2383993..2385720):CDS	bop27	"von willebrand factor domain putative lipoprotein"	bop27		
NC_000913:2385858..2386829:CDS	bop27	"putative m28a family peptidase"	bop27		
NC_000913:2386932..2387435:CDS	bop27	"duf1877 family protein"	bop27		
NC_000913:complement(2387708..2388424):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2388633..2389055:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2389114..2389962:CDS	bop27	"tpr-like repeats-containing protein"	bop27		
NC_000913:complement(2390046..2391503):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit n"	bop27		
NC_000913:complement(2391510..2393039):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit m"	bop27		
NC_000913:complement(2393203..2395044):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit l"	bop27		
NC_000913:complement(2395041..2395343):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit k"	bop27		
NC_000913:complement(2395340..2395894):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit j"	bop27		
NC_000913:complement(2395906..2396448):CDS	bop27	"nadh:ubiquinone oxidoreductase, chain i"	bop27		
NC_000913:complement(2396463..2397440):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit h"	bop27		
NC_000913:complement(2397437..2400163):CDS	bop27	"nadh:ubiquinone oxidoreductase, chain g"	bop27		
NC_000913:complement(2400216..2401553):CDS	bop27	"nadh:ubiquinone oxidoreductase, chain f"	bop27		
NC_000913:complement(2401550..2402050):CDS	bop27	"nadh:ubiquinone oxidoreductase, chain e"	bop27		
NC_000913:complement(2402053..2403843):CDS	bop27	"nadh:ubiquinone oxidoreductase, fused cd subunit"	bop27		
NC_000913:complement(2403949..2404611):CDS	bop27	"nadh:ubiquinone oxidoreductase, chain b"	bop27		
NC_000913:complement(2404627..2405070):CDS	bop27	"nadh:ubiquinone oxidoreductase, membrane subunit a"	bop27		
NC_000913:complement(2405701..2406639):CDS	bop27	"transcriptional repressor of flagellar, motility and chemotaxis genes"	bop27		
NC_000913:2407559..2408776:CDS	bop27	"glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (gpt); alanine transaminase"	bop27		
NC_000913:2408860..2409459:CDS	bop27	"5'-nucleotidase"	bop27		
NC_000913:complement(2409518..2411350):CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(2411437..2412087):CDS	bop27	"sugar phosphatas"	bop27		
NC_000913:complement(2412098..2412592):CDS	bop27	"upf0304 family protein"	bop27		
NC_000913:complement(2412675..2413130):CDS	bop27	"upf0208 family inner membrane protein"	bop27		
NC_000913:2413468..2414670:CDS	bop27	"acetate kinase a and propionate kinase 2"	bop27		
NC_000913:2414745..2416889:CDS	bop27	"phosphate acetyltransferase"	bop27		
NC_000913:2417079..2418599:CDS	bop27	"putative inner membrane transporter; c4-dicarboxylate anaerobic carrier family protein"	bop27		
NC_000913:complement(2418632..2419174):CDS	bop27	"putative nudix hydrolase"	bop27		
NC_000913:complement(2419232..2419786):CDS	bop27	"phosphodiesterase activity on bis-pnpp"	bop27		
NC_000913:complement(2419839..2420483):CDS	bop27	"glutathione s-transferase"	bop27		
NC_000913:2420619..2421266:CDS	bop27	"gsh-dependent disulfide bond oxidoreductase"	bop27		
NC_000913:2421323..2421685:CDS	bop27	"d-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase"	bop27		
NC_000913:2421706..2422599:CDS	bop27	"putative nad-dependent nucleotide-sugar epimerase"	bop27		
NC_000913:complement(2422647..2423537):CDS	bop27	"transposase_31 family protein"	bop27		
NC_000913:complement(2423734..2424507):CDS	bop27	"histidine abc transporter atpase"	bop27		
NC_000913:complement(2424515..2425231):CDS	bop27	"histidine abc transporter permease"	bop27		
NC_000913:complement(2425228..2425914):CDS	bop27	"histidine abc transporter permease"	bop27		
NC_000913:complement(2426004..2426786):CDS	bop27	"histidine abc transporter periplasmic binding protein"	bop27		
NC_000913:complement(2427007..2427789):CDS	bop27	"lysine/arginine/ornithine transporter subunit"	bop27		
NC_000913:complement(2428055..2428624):CDS	bop27	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	bop27		
NC_000913:complement(2428719..2430236):CDS	bop27	"amidophosphoribosyltransferase"	bop27		
NC_000913:complement(2430273..2430761):CDS	bop27	"colicin v production protein"	bop27		
NC_000913:complement(2431020..2431682):CDS	bop27	"membrane-anchored periplasmic protein involved in septation"	bop27		
NC_000913:complement(2431672..2432940):CDS	bop27	"bifunctional folylpolyglutamate synthase/ dihydrofolate synthase"	bop27		
NC_000913:complement(2433010..2433924):CDS	bop27	"acetyl-coa carboxylase, beta (carboxyltransferase) subunit"	bop27		
NC_000913:complement(2434080..2434739):CDS	bop27	"deda family inner membrane protein"	bop27		
NC_000913:complement(2434822..2435634):CDS	bop27	"trna pseudouridine(38-40) synthase"	bop27		
NC_000913:complement(2435634..2436647):CDS	bop27	"putative semialdehyde dehydrogenase"	bop27		
NC_000913:complement(2436713..2437849):CDS	bop27	"erythronate-4-phosphate dehydrogenase"	bop27		
NC_000913:2437948..2438943:CDS	bop27	"putative flagella assembly protein"	bop27		
NC_000913:complement(2438940..2440118):CDS	bop27	"putative arabinose efflux transporter"	bop27		
NC_000913:complement(2440383..2441603):CDS	bop27	"3-oxoacyl-[acyl-carrier-protein] synthase i"	bop27		
NC_000913:2441762..2443768:CDS	bop27	"fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and fad-dependent demodification enzyme"	bop27		
NC_000913:complement(2443889..2444167):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:complement(2444201..2444749):CDS	bop27	"elongation factor p lys34 hydroxylase"	bop27		
NC_000913:complement(2444749..2445558):CDS	bop27	"taue/tsup family inner membrane protein"	bop27		
NC_000913:complement(2445558..2446382):CDS	bop27	"murein dd-endopeptidase"	bop27		
NC_000913:complement(2446386..2447471):CDS	bop27	"chorismate synthase"	bop27		
NC_000913:complement(2447506..2448438):CDS	bop27	"n5-glutamine methyltransferase"	bop27		
NC_000913:2448604..2449155:CDS	bop27	"putative dna endonuclease"	bop27		
NC_000913:complement(2449226..2450047):CDS	bop27	"duf2544 family putative outer membrane protein"	bop27		
NC_000913:complement(2450049..2450588):CDS	bop27	"putative fimbrial-like adhesin protein"	bop27		
NC_000913:complement(2450585..2451073):CDS	bop27	"putative fimbrial-like adhesin protein"	bop27		
NC_000913:complement(2451070..2451582):CDS	bop27	"putative fimbrial-like adhesin protein"	bop27		
NC_000913:complement(2451582..2452334):CDS	bop27	"putative periplasmic pilin chaperone"	bop27		
NC_000913:complement(2452354..2454999):CDS	bop27		bop27		
NC_000913:complement(2455081..2455644):CDS	bop27	"putative fimbrial-like adhesin protein"	bop27		
NC_000913:complement(2456325..2456810):CDS	bop27	"phosphohistidine phosphatase"	bop27		
NC_000913:complement(2457013..2459157):CDS	bop27	"enoyl-coa hydratase/epimerase and isomerase/3-hydroxyacyl-coa dehydrogenase"	bop27		
NC_000913:complement(2459157..2460467):CDS	bop27	"beta-ketoacyl-coa thiolase, anaerobic, subunit"	bop27		
NC_000913:complement(2460648..2460932):CDS	bop27	"upf0381 family protein"	bop27		
NC_000913:2461304..2462644:CDS	bop27	"long-chain fatty acid outer membrane transporter"	bop27		
NC_000913:2463010..2464068:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:complement(2464250..2465005):CDS	bop27	"abc transporter maintaining om lipid asymmetry, om lipoprotein component"	bop27		
NC_000913:2465299..2466231:CDS	bop27	"putative inner membrane protein"	bop27		
NC_000913:2466543..2467700:CDS	bop27	"cps-53 (kple1) prophage; putative prophage cps-53 integrase"	bop27		
NC_000913:2467853..2468215:CDS	bop27	"cps-53 (kple1) prophage; bactoprenol-linked glucose translocase/flippase"	bop27		
NC_000913:2468212..2469132:CDS	bop27	"cps-53 (kple1) prophage; bactoprenol glucosyl transferase"	bop27		
NC_000913:2469129..2470460:CDS	bop27	"serotype-specific glucosyl transferase, cps-53 (kple1) prophage"	bop27		
NC_000913:2470813..2471103:CDS	bop27		bop27		
NC_000913:complement(2471075..2471515):CDS	bop27	"cps-53 (kple1) prophage; conserved protein"	bop27		
NC_000913:complement(2471542..2472120):CDS	bop27		bop27		
NC_000913:complement(2472116..2472385):CDS	bop27		bop27		
NC_000913:complement(2472385..2472879):CDS	bop27	"cps-53 (kple1) prophage; uncharacterized protein"	bop27		
NC_000913:complement(2472876..2473583):CDS	bop27		bop27		
NC_000913:2473602..2473964:CDS	bop27	"cps-53 (kple1) prophage; uncharacterized protein"	bop27		
NC_000913:2474030..2474854:CDS	bop27	"cps-53 (kple1) prophage; uncharacterized protein"	bop27		
NC_000913:2474982..2475518:CDS	bop27	"cps-53 (kple1) prophage; conserved protein"	bop27		
NC_000913:2475509..2475871:CDS	bop27	"cps-53 (kple1) prophage; uncharacterized protein"	bop27		
NC_000913:2475871..2476176:CDS	bop27	"cps-53 (kple1) prophage; uncharacterized protein"	bop27		
NC_000913:2476179..2476229:CDS	bop27		bop27		
NC_000913:2476308..2476508:CDS	bop27	"response regulator inhibitor for tor operon"	bop27		
NC_000913:2476582..2476596:tRNA	bop27	"trna-other"	bop27		
NC_000913:complement(2476692..2477627):CDS	bop27	"dsd operon activator; autorepressor"	bop27		
NC_000913:2477845..2479182:CDS	bop27	"d-serine transporter"	bop27		
NC_000913:2479200..2480528:CDS	bop27	"d-serine dehydratase"	bop27		
NC_000913:complement(2480636..2482174):CDS	bop27	"putative multidrug efflux system"	bop27		
NC_000913:complement(2482174..2483337):CDS	bop27	"multidrug resistance efflux pump membrane fusion protein"	bop27		
NC_000913:2483753..2484367:CDS	bop27	"response regulator in two-component regulatory system with evgs"	bop27		
NC_000913:2484372..2487965:CDS	bop27	"hybrid sensory histidine kinase in two-component regulatory system with evga"	bop27		
NC_000913:complement(2488021..2489166):CDS	bop27	"acetyl-coa:oxalate coa-transferase"	bop27		
NC_000913:complement(2489240..2490184):CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(2490254..2491948):CDS	bop27	"oxalyl coa decarboxylase, thdp-dependent"	bop27		
NC_000913:complement(2492002..2493252):CDS	bop27	"formyl-coa transferase, nad(p)-binding"	bop27		
NC_000913:complement(2493765..2494400):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2494696..2494971:CDS	bop27	"putative lipoprotein involved in colanic acid biosynthesis"	bop27		
NC_000913:complement(2495048..2495290):CDS	bop27	"duf2545 family putative inner membrane protein"	bop27		
NC_000913:2495643..2496563:CDS	bop27	"palmitoleoyl-acyl carrier protein (acp)-dependent acyltransferase"	bop27		
NC_000913:2496919..2496990:CDS	bop27	"inner membrane protein"	bop27		
NC_000913:complement(2497055..2498293):CDS	bop27	"glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (gpt); alanine transaminase"	bop27		
NC_000913:2498669..2500366:CDS	bop27	"sensor kinase regulating yhjx; pyruvate-responsive ypdab two-component system"	bop27		
NC_000913:2500381..2501115:CDS	bop27	"response regulator activating yhjx; pyruvate-responsive ypdab two-component system"	bop27		
NC_000913:2501128..2501985:CDS	bop27	"putative dna-binding protein"	bop27		
NC_000913:complement(2501988..2504483):CDS	bop27	"putative pts enzyme: hpr, enzyme i and iia components"	bop27		
NC_000913:complement(2504508..2505545):CDS	bop27	"aminopeptidase"	bop27		
NC_000913:complement(2505545..2506630):CDS	bop27	"xaa-pro aminopeptidase"	bop27		
NC_000913:complement(2506645..2507892):CDS	bop27	"putative enzyme iic component of pts"	bop27		
NC_000913:complement(2507914..2508240):CDS	bop27	"putative enzyme iib component of pts"	bop27		
NC_000913:complement(2508459..2509424):CDS	bop27	"glucokinase"	bop27		
NC_000913:2509628..2510884:CDS	bop27	"putative ion channel protein"	bop27		
NC_000913:2510999..2511325:CDS	bop27	"duf2502 family putative periplasmic protein"	bop27		
NC_000913:complement(2511466..2512704):CDS	bop27	"manganese/divalent cation transporter"	bop27		
NC_000913:2513040..2514242:CDS	bop27	"nucleoside (except guanosine) transporter"	bop27		
NC_000913:2514329..2515441:CDS	bop27	"is186 transposase"	bop27		
NC_000913:complement(2515641..2517830):CDS	bop27	"putative diguanylate cyclase"	bop27		
NC_000913:2518465..2518809:CDS	bop27	"duf1323 family putative dna-binding protein"	bop27		
NC_000913:2518811..2519203:CDS	bop27	"duf1323 family putative dna-binding protein"	bop27		
NC_000913:complement(2519255..2520670):CDS	bop27	"glutamyl-trna synthetase"	bop27		
NC_000913:complement(2521591..2522475):CDS	bop27	"transcriptional activator of xapab"	bop27		
NC_000913:complement(2522727..2523983):CDS	bop27	"xanthosine transporter"	bop27		
NC_000913:complement(2524043..2524876):CDS	bop27	"purine nucleoside phosphorylase 2; nicotinamide 1-beta-d-riboside synthase"	bop27		
NC_000913:2525125..2525889:CDS	bop27	"putative outer membrane protein"	bop27		
NC_000913:complement(2525928..2526854):CDS	bop27	"transcriptional regulator of yefh"	bop27		
NC_000913:2526944..2527942:CDS	bop27	"putative inorganic ion transporter"	bop27		
NC_000913:complement(2527939..2528157):CDS	bop27	"duf3820 family protein"	bop27		
NC_000913:complement(2528159..2530174):CDS	bop27	"dna ligase, nad(+)-dependent"	bop27		
NC_000913:complement(2530245..2531231):CDS	bop27	"ftsz stabilizer"	bop27		
NC_000913:2531461..2532222:CDS	bop27	"sulfate transporter, sulfite inhibited"	bop27		
NC_000913:2532407..2533378:CDS	bop27	"cysteine synthase a, o-acetylserine sulfhydrolase a subunit"	bop27		
NC_000913:2533762..2534019:CDS	bop27	"phosphohistidinoprotein-hexose phosphotransferase component of pts system (hpr)"	bop27		
NC_000913:2534064..2535791:CDS	bop27	"pep-protein phosphotransferase of pts system (enzyme i)"	bop27		
NC_000913:2535832..2536341:CDS	bop27	"glucose-specific enzyme iia component of pts"	bop27		
NC_000913:complement(2536384..2537235):CDS	bop27	"pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase"	bop27		
NC_000913:2537340..2537714:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2537747..2538481:CDS	bop27	"wgr domain protein"	bop27		
NC_000913:complement(2538670..2539581):CDS	bop27	"cysteine synthase b (o-acetylserine sulfhydrolase b)"	bop27		
NC_000913:complement(2539715..2540812):CDS	bop27	"sulfate/thiosulfate transporter subunit"	bop27		
NC_000913:complement(2540802..2541677):CDS	bop27	"sulfate/thiosulfate abc transporter permease"	bop27		
NC_000913:complement(2541677..2542510):CDS	bop27	"sulfate/thiosulfate abc transporter permease"	bop27		
NC_000913:complement(2542510..2543526):CDS	bop27	"thiosulfate-binding protein"	bop27		
NC_000913:complement(2543830..2544621):CDS	bop27	"furfural resistance protein, putative short-chain oxidoreductase"	bop27		
NC_000913:complement(2544750..2545607):CDS	bop27	"repressor for murpq, murnac 6-p inducible"	bop27		
NC_000913:2545771..2546667:CDS	bop27	"n-acetylmuramic acid 6-phosphate (murnac-6-p) etherase"	bop27		
NC_000913:2546671..2548095:CDS	bop27	"n-acetylmuramic acid permease, eiibc component, pts system"	bop27		
NC_000913:2548100..2549404:CDS	bop27	"penicillin binding protein pbp4b; weak dd-carboxypeptidase activity"	bop27		
NC_000913:complement(2549644..2550543):CDS	bop27	"porphyrinogen oxidase, cytoplasmic"	bop27		
NC_000913:complement(2550639..2551214):CDS	bop27	"rpoe-regulated lipoprotein"	bop27		
NC_000913:complement(2551275..2551724):CDS	bop27	"inner membrane protein"	bop27		
NC_000913:complement(2551711..2552136):CDS	bop27	"gnat family putative n-acetyltransferase"	bop27		
NC_000913:2552350..2553219:CDS	bop27	"n-acetylmuramoyl-l-alanine amidase i"	bop27		
NC_000913:2553223..2554122:CDS	bop27	"coproporphyrinogen iii oxidase"	bop27		
NC_000913:complement(2554128..2555180):CDS	bop27	"eut operon transcriptional activator, arac family"	bop27		
NC_000913:complement(2555226..2555726):CDS	bop27	"putative ethanol utilization carboxysome structural protein"	bop27		
NC_000913:complement(2555739..2556398):CDS	bop27	"putative ethanol utilization carboxysome structural protein"	bop27		
NC_000913:complement(2556408..2557295):CDS	bop27	"ethanolamine ammonia-lyase, small subunit (light chain)"	bop27		
NC_000913:complement(2557316..2558677):CDS	bop27	"ethanolamine ammonia-lyase, large subunit, heavy chain"	bop27		
NC_000913:2558856..2560064:CDS	bop27	"cpz-55 prophage; putative phage integrase"	bop27		
NC_000913:2560255..2560896:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2561366..2561611:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2561623..2561991:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2562109..2562525:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2562522..2563115:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2563590..2563967:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2563978..2564370:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:2564521..2565330:CDS	bop27	"cpz-55 prophage; uncharacterized protein"	bop27		
NC_000913:complement(2565479..2566882):CDS	bop27	"reactivating factor for ethanolamine ammonia lyase"	bop27		
NC_000913:complement(2566879..2568105):CDS	bop27	"ethanolamine transporter"	bop27		
NC_000913:complement(2568322..2569509):CDS	bop27	"ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase"	bop27		
NC_000913:complement(2569499..2570335):CDS	bop27	"ethanolamine utilization protein, hsp70/actin superfamily protein"	bop27		
NC_000913:complement(2570346..2571749):CDS	bop27	"aldehyde oxidoreductase, ethanolamine utilization protein"	bop27		
NC_000913:complement(2571761..2572048):CDS	bop27	"ethanolamine catabolic microcompartment shell protein"	bop27		
NC_000913:complement(2572155..2572448):CDS	bop27	"ethanolamine utilization protein, putative carboxysome structural protein"	bop27		
NC_000913:complement(2572487..2573503):CDS	bop27	"phosphate acetyltransferase"	bop27		
NC_000913:complement(2573500..2574303):CDS	bop27	"cobalamin adenosyltransferase involved in ethanolamine utilization"	bop27		
NC_000913:complement(2574300..2575001):CDS	bop27	"rmlc-like cupin domain protein"	bop27		
NC_000913:complement(2574976..2575455):CDS	bop27	"putative p-loop ntpase ethanolamine utilization protein"	bop27		
NC_000913:complement(2575468..2575803):CDS	bop27	"putative ethanol utilization carboxysome structural protein"	bop27		
NC_000913:complement(2576096..2578375):CDS	bop27	"malic enzyme: putative oxidoreductase/phosphotransacetylase"	bop27		
NC_000913:2578664..2579614:CDS	bop27	"transaldolase a"	bop27		
NC_000913:2579634..2581637:CDS	bop27	"transketolase 2, thiamine triphosphate-binding"	bop27		
NC_000913:complement(2581732..2582775):CDS	bop27	"duf1176 family protein"	bop27		
NC_000913:complement(2582901..2583476):CDS	bop27	"gdp-mannose pyrophosphatase"	bop27		
NC_000913:complement(2583544..2585523):CDS	bop27	"putative oxidoreductase, fes binding subunit/nad/fad-binding subunit"	bop27		
NC_000913:2585729..2587429:CDS	bop27	"sensory histidine kinase in two-component regulatory system with narp"	bop27		
NC_000913:2587593..2590706:CDS	bop27	"aminoglycoside/multidrug efflux system"	bop27		
NC_000913:complement(2590805..2590864):CDS	bop27	"stress-induced small enterobacterial protein"	bop27		
NC_000913:2591245..2591601:CDS	bop27	"putative arsc family reductase"	bop27		
NC_000913:2591605..2592732:CDS	bop27	"n-succinyl-diaminopimelate deacylase"	bop27		
NC_000913:2592760..2592960:CDS	bop27	"putative membrane protein, upf0370 family"	bop27		
NC_000913:complement(2593070..2593768):CDS	bop27	"palmitoyl-coa esterase activity, uncertain physiological substrate"	bop27		
