Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(1097565..1097652):tRNA	nc_000913 & bop27	"trna-ser" || "trna-ser"	nc_000913 || bop27		
NC_000913:1097886..1098824:CDS	nc_000913 & bop27	"glyoxylate/hydroxypyruvate reductase a" || "glyoxylate/hydroxypyruvate reductase a"	nc_000913 || bop27		
NC_000913:1098879..1099616:CDS	nc_000913 & bop27	"alkaline phosphatase" || "alkaline phosphatase"	nc_000913 || bop27		
NC_000913:1099640..1100194:CDS	nc_000913 & bop27	"redox enzyme maturation protein (remp) chaperone for ycdx" || "redox enzyme maturation protein (remp) chaperone for ycdx"	nc_000913 || bop27		
NC_000913:1100296..1100787:CDS	nc_000913 & bop27	"duf1097 family inner membrane protein" || "duf1097 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1100851..1101684):CDS	nc_000913 & bop27	"curli production assembly/transport outer membrane lipoprotein" || "curli production assembly/transport outer membrane lipoprotein"	nc_000913 || bop27		
NC_000913:complement(1101711..1102127):CDS	nc_000913 & bop27	"curli nucleation outer membrane protein" || "curli nucleation outer membrane protein"	nc_000913 || bop27		
NC_000913:complement(1102152..1102541):CDS	nc_000913 & bop27	"curlin secretion specificity factor" || "curlin secretion specificity factor"	nc_000913 || bop27		
NC_000913:complement(1102546..1103196):CDS	nc_000913 & bop27	"csgbac operon transcriptional regulator" || "csgbac operon transcriptional regulator"	nc_000913 || bop27		
NC_000913:1103951..1104406:CDS	nc_000913 & bop27	"curlin nucleator protein, minor subunit in curli complex" || "curlin nucleator protein, minor subunit in curli complex"	nc_000913 || bop27		
NC_000913:1104447..1104902:CDS	nc_000913 & bop27	"curlin subunit, amyloid curli fibers, cryptic" || "curlin subunit, amyloid curli fibers, cryptic"	nc_000913 || bop27		
NC_000913:1104961..1105293:CDS	nc_000913 & bop27	"curli assembly protein" || "curli assembly protein"	nc_000913 || bop27		
NC_000913:1105414..1105725:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1105820..1106353:CDS	nc_000913 & bop27	"o-acetyl-adp-ribose deacetylase; rnase iii inhibitor during cold shock; putative cardiolipin synthase c regulatory subunit" || "o-acetyl-adp-ribose deacetylase; rnase iii inhibitor during cold shock; putative cardiolipin synthase c regulatory subunit"	nc_000913 || bop27		
NC_000913:1106355..1107776:CDS	nc_000913 & bop27	"stationary phase cardiolipin synthase 3" || "stationary phase cardiolipin synthase 3"	nc_000913 || bop27		
NC_000913:complement(1107784..1108941):CDS	nc_000913 & bop27	"opg biosynthetic transmembrane succinyltransferase" || "opg biosynthetic transmembrane succinyltransferase"	nc_000913 || bop27		
NC_000913:1109335..1110870:CDS	nc_000913 & bop27	"opg biosynthetic periplasmic beta-1,6 branching glycosyltransferase" || "opg biosynthetic periplasmic beta-1,6 branching glycosyltransferase"	nc_000913 || bop27		
NC_000913:1110863..1113406:CDS	nc_000913 & bop27	"opg biosynthetic acp-dependent transmembrane udp-glucose beta-1,2 glycosyltransferase; nutrient-dependent cell size regulator, ftsz assembly antagonist" || "opg biosynthetic acp-dependent transmembrane udp-glucose beta-1,2 glycosyltransferase; nutrient-dependent cell size regulator, ftsz assembly antagonist"	nc_000913 || bop27		
NC_000913:1113579..1113806:CDS	nc_000913 & bop27	"outer membrane integrity lipoprotein" || "outer membrane integrity lipoprotein"	nc_000913 || bop27		
NC_000913:complement(1113807..1114181):CDS	nc_000913 & bop27	"multicopy suppressor of secy and seca" || "multicopy suppressor of secy and seca"	nc_000913 || bop27		
NC_000913:complement(1114264..1115490):CDS	nc_000913 & bop27	"putative drug efflux system protein" || "putative drug efflux system protein"	nc_000913 || bop27		
NC_000913:complement(1115662..1116582):CDS	nc_000913 & bop27	"lauryl-acyl carrier protein (acp)-dependent acyltransferase" || "lauryl-acyl carrier protein (acp)-dependent acyltransferase"	nc_000913 || bop27		
NC_000913:1116807..1117859:CDS	nc_000913 & bop27	"putative rhodanese-related sulfurtransferase" || "putative rhodanese-related sulfurtransferase"	nc_000913 || bop27		
NC_000913:complement(1117901..1118476):CDS	nc_000913 & bop27	"periplasmic high ph-inducible lipid-binding protein" || "periplasmic high ph-inducible lipid-binding protein"	nc_000913 || bop27		
NC_000913:complement(1118480..1119046):CDS	nc_000913 & bop27	"putative cytochrome b561" || "putative cytochrome b561"	nc_000913 || bop27		
NC_000913:complement(1119307..1119447):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1119468..1120586):CDS	nc_000913 & bop27	"n-methyltryptophan oxidase, fad-binding" || "n-methyltryptophan oxidase, fad-binding"	nc_000913 || bop27		
NC_000913:complement(1120701..1120955):CDS	nc_000913 & bop27	"biofilm regulator" || "biofilm regulator"	nc_000913 || bop27		
NC_000913:complement(1121242..1121487):CDS	nc_000913 & bop27	"dna damage-inducible protein i" || "dna damage-inducible protein i"	nc_000913 || bop27		
NC_000913:complement(1121561..1122607):CDS	nc_000913 & bop27	"dihydro-orotase" || "dihydro-orotase"	nc_000913 || bop27		
NC_000913:complement(1122713..1123273):CDS	nc_000913 & bop27	"lipoprotein, duf1439 family" || "lipoprotein, duf1439 family"	nc_000913 || bop27		
NC_000913:complement(1123407..1124054):CDS	nc_000913 & bop27	"glutaredoxin 2 (grx2)" || "glutaredoxin 2 (grx2)"	nc_000913 || bop27		
NC_000913:complement(1124118..1125326):CDS	nc_000913 & bop27	"multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin" || "multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin"	nc_000913 || bop27		
NC_000913:1125562..1126146:CDS	nc_000913 & bop27	"ribosomal-protein-s5-alanine n-acetyltransferase" || "ribosomal-protein-s5-alanine n-acetyltransferase"	nc_000913 || bop27		
NC_000913:1126157..1126804:CDS	nc_000913 & bop27	"upf0502 family protein" || "upf0502 family protein"	nc_000913 || bop27		
NC_000913:1126806..1127729:CDS	nc_000913 & bop27	"putative oxidoreductase" || "putative oxidoreductase"	nc_000913 || bop27		
NC_000913:1127839..1129374:CDS	nc_000913 & bop27	"putative lipid ii flippase" || "putative lipid ii flippase"	nc_000913 || bop27		
NC_000913:complement(1129414..1129830):CDS	nc_000913 & bop27	"export chaperone for flgk and flgl" || "export chaperone for flgk and flgl"	nc_000913 || bop27		
NC_000913:complement(1129835..1130128):CDS	nc_000913 & bop27	"anti-sigma factor for flia (sigma 28)" || "anti-sigma factor for flia (sigma 28)"	nc_000913 || bop27		
NC_000913:complement(1130204..1130863):CDS	nc_000913 & bop27	"assembly protein for flagellar basal-body periplasmic p ring" || "assembly protein for flagellar basal-body periplasmic p ring"	nc_000913 || bop27		
NC_000913:1131018..1131434:CDS	nc_000913 & bop27	"flagellar component of cell-proximal portion of basal-body rod" || "flagellar component of cell-proximal portion of basal-body rod"	nc_000913 || bop27		
NC_000913:1131438..1131842:CDS	nc_000913 & bop27	"flagellar component of cell-proximal portion of basal-body rod" || "flagellar component of cell-proximal portion of basal-body rod"	nc_000913 || bop27		
NC_000913:1131854..1132549:CDS	nc_000913 & bop27	"flagellar hook assembly protein" || "flagellar hook assembly protein"	nc_000913 || bop27		
NC_000913:1132574..1133782:CDS	nc_000913 & bop27	"flagellar hook protein" || "flagellar hook protein"	nc_000913 || bop27		
NC_000913:1133802..1134557:CDS	nc_000913 & bop27	"flagellar component of cell-proximal portion of basal-body rod" || "flagellar component of cell-proximal portion of basal-body rod"	nc_000913 || bop27		
NC_000913:1134729..1135511:CDS	nc_000913 & bop27	"flagellar component of cell-distal portion of basal-body rod" || "flagellar component of cell-distal portion of basal-body rod"	nc_000913 || bop27		
NC_000913:1135564..1136262:CDS	nc_000913 & bop27	"flagellar protein of basal-body outer-membrane l ring" || "flagellar protein of basal-body outer-membrane l ring"	nc_000913 || bop27		
NC_000913:1136274..1137371:CDS	nc_000913 & bop27	"putative flagellar basal body protein" || "putative flagellar basal body protein"	nc_000913 || bop27		
NC_000913:1137371..1138312:CDS	nc_000913 & bop27	"flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase" || "flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase"	nc_000913 || bop27		
NC_000913:1138378..1140021:CDS	nc_000913 & bop27	"flagellar hook-filament junction protein 1" || "flagellar hook-filament junction protein 1"	nc_000913 || bop27		
NC_000913:1140033..1140986:CDS	nc_000913 & bop27	"flagellar hook-filament junction protein" || "flagellar hook-filament junction protein"	nc_000913 || bop27		
NC_000913:complement(1141182..1144367):CDS	nc_000913 & bop27	"endoribonuclease; rna-binding protein;rna degradosome binding protein" || "endoribonuclease; rna-binding protein;rna degradosome binding protein"	nc_000913 || bop27		
NC_000913:1144502..1144822:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1144940..1145899:CDS	nc_000913 & bop27	"23s rrna pseudouridine(955,2504,2580) synthase" || "23s rrna pseudouridine(955,2504,2580) synthase"	nc_000913 || bop27		
NC_000913:complement(1146011..1146595):CDS	nc_000913 & bop27	"m(7)gtp pyrophosphatase" || "m(7)gtp pyrophosphatase"	nc_000913 || bop27		
NC_000913:1146589..1146757:ncRNA	nc_000913 & bop27	"novel novel srna, function unknown" || "novel novel srna, function unknown"	nc_000913 || bop27		
NC_000913:1146794..1147315:CDS	nc_000913 & bop27	"duf177 family protein" || "duf177 family protein"	nc_000913 || bop27		
NC_000913:1147367..1147540:CDS	nc_000913 & bop27	"50s ribosomal subunit protein l32" || "50s ribosomal subunit protein l32"	nc_000913 || bop27		
NC_000913:1147621..1148691:CDS	nc_000913 & bop27	"putative phosphate acyltransferase" || "putative phosphate acyltransferase"	nc_000913 || bop27		
NC_000913:1148759..1149712:CDS	nc_000913 & bop27	"3-oxoacyl-[acyl-carrier-protein] synthase iii" || "3-oxoacyl-[acyl-carrier-protein] synthase iii"	nc_000913 || bop27		
NC_000913:1149728..1150657:CDS	nc_000913 & bop27	"malonyl-coa-[acyl-carrier-protein] transacylase" || "malonyl-coa-[acyl-carrier-protein] transacylase"	nc_000913 || bop27		
NC_000913:1150670..1151404:CDS	nc_000913 & bop27	"3-oxoacyl-[acyl-carrier-protein] reductase" || "3-oxoacyl-[acyl-carrier-protein] reductase"	nc_000913 || bop27		
NC_000913:1151615..1151851:CDS	nc_000913 & bop27	"acyl carrier protein (acp)" || "acyl carrier protein (acp)"	nc_000913 || bop27		
NC_000913:1151939..1153180:CDS	nc_000913 & bop27	"3-oxoacyl-[acyl-carrier-protein] synthase ii" || "3-oxoacyl-[acyl-carrier-protein] synthase ii"	nc_000913 || bop27		
NC_000913:1153300..1154109:CDS	nc_000913 & bop27	"4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex" || "4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex"	nc_000913 || bop27		
NC_000913:1154112..1155134:CDS	nc_000913 & bop27	"septation protein, ampicillin sensitivity" || "septation protein, ampicillin sensitivity"	nc_000913 || bop27		
NC_000913:1155124..1155765:CDS	nc_000913 & bop27	"thymidylate kinase" || "thymidylate kinase"	nc_000913 || bop27		
NC_000913:1155762..1156766:CDS	nc_000913 & bop27	"dna polymerase iii, delta prime subunit" || "dna polymerase iii, delta prime subunit"	nc_000913 || bop27		
NC_000913:1156777..1157574:CDS	nc_000913 & bop27	"putative dnase" || "putative dnase"	nc_000913 || bop27		
NC_000913:1157869..1159302:CDS	nc_000913 & bop27	"fused glucose-specific pts enzymes: iib component/iic component" || "fused glucose-specific pts enzymes: iib component/iic component"	nc_000913 || bop27		
NC_000913:complement(1159362..1161551):CDS	nc_000913 & bop27	"ferric-rhodotorulic acid outer membrane transporter" || "ferric-rhodotorulic acid outer membrane transporter"	nc_000913 || bop27		
NC_000913:1161885..1162244:CDS	nc_000913 & bop27	"purine nucleoside phosphoramidase, dada activator protein" || "purine nucleoside phosphoramidase, dada activator protein"	nc_000913 || bop27		
NC_000913:1162247..1162624:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1162638..1163279:CDS	nc_000913 & bop27	"om lipoprotein stimulator of mrcb transpeptidase" || "om lipoprotein stimulator of mrcb transpeptidase"	nc_000913 || bop27		
NC_000913:1163260..1164084:CDS	nc_000913 & bop27	"thiamine kinase" || "thiamine kinase"	nc_000913 || bop27		
NC_000913:1164095..1165120:CDS	nc_000913 & bop27	"beta n-acetyl-glucosaminidase" || "beta n-acetyl-glucosaminidase"	nc_000913 || bop27		
NC_000913:1165143..1165685:CDS	nc_000913 & bop27	"putative upf0227 family esterase" || "putative upf0227 family esterase"	nc_000913 || bop27		
NC_000913:1166085..1167389:CDS	nc_000913 & bop27	"respiratory nadh dehydrogenase 2/cupric reductase" || "respiratory nadh dehydrogenase 2/cupric reductase"	nc_000913 || bop27		
NC_000913:1167599..1168138:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1168200..1168832):CDS	nc_000913 & bop27	"repressor for bhsa(ycfr)" || "repressor for bhsa(ycfr)"	nc_000913 || bop27		
NC_000913:1169073..1169330:CDS	nc_000913 & bop27	"biofilm, cell surface and signaling protein" || "biofilm, cell surface and signaling protein"	nc_000913 || bop27		
NC_000913:complement(1169412..1170374):CDS	nc_000913 & bop27	"l,d-transpeptidase linking lpp to murein" || "l,d-transpeptidase linking lpp to murein"	nc_000913 || bop27		
NC_000913:complement(1170518..1173964):CDS	nc_000913 & bop27	"transcription-repair coupling factor" || "transcription-repair coupling factor"	nc_000913 || bop27		
NC_000913:complement(1174092..1175165):CDS	nc_000913 & bop27	"inner membrane protein" || "inner membrane protein"	nc_000913 || bop27		
NC_000913:1175427..1176626:CDS	nc_000913 & bop27	"lipoprotein-releasing system transmembrane protein" || "lipoprotein-releasing system transmembrane protein"	nc_000913 || bop27		
NC_000913:1176619..1177320:CDS	nc_000913 & bop27	"outer membrane-specific lipoprotein transporter subunit" || "outer membrane-specific lipoprotein transporter subunit"	nc_000913 || bop27		
NC_000913:1177320..1178564:CDS	nc_000913 & bop27	"lipoprotein-releasing system transmembrane protein" || "lipoprotein-releasing system transmembrane protein"	nc_000913 || bop27		
NC_000913:1178593..1179504:CDS	nc_000913 & bop27	"n-acetyl-d-glucosamine kinase" || "n-acetyl-d-glucosamine kinase"	nc_000913 || bop27		
NC_000913:1179631..1180359:CDS	nc_000913 & bop27	"deacetylase of acs and chey, chemotaxis regulator" || "deacetylase of acs and chey, chemotaxis regulator"	nc_000913 || bop27		
NC_000913:complement(1180479..1181267):CDS	nc_000913 & bop27	"inner membrane protein" || "inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1181264..1181725):CDS	nc_000913 & bop27	"duf3592 family inner membrane protein" || "duf3592 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1181783..1182829):CDS	nc_000913 & bop27	"spermidine/putrescine abc transporter periplasmic binding protein" || "spermidine/putrescine abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:complement(1182826..1183620):CDS	nc_000913 & bop27	"spermidine/putrescine abc transporter permease" || "spermidine/putrescine abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1183617..1184444):CDS	nc_000913 & bop27	"spermidine/putrescine abc transporter permease" || "spermidine/putrescine abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(1184458..1185594):CDS	nc_000913 & bop27	"spermidine/putrescine abc transporter atpase" || "spermidine/putrescine abc transporter atpase"	nc_000913 || bop27		
NC_000913:1185844..1187070:CDS	nc_000913 & bop27	"peptidase t" || "peptidase t"	nc_000913 || bop27		
NC_000913:complement(1187119..1188240):CDS	nc_000913 & bop27	"50s ribosomal protein l16 arginine hydroxylase; 2-oxoglutarate oxygenase" || "50s ribosomal protein l16 arginine hydroxylase; 2-oxoglutarate oxygenase"	nc_000913 || bop27		
NC_000913:complement(1188316..1189776):CDS	nc_000913 & bop27	"sensory histidine kinase in two-component regulatory system with phop" || "sensory histidine kinase in two-component regulatory system with phop"	nc_000913 || bop27		
NC_000913:complement(1189776..1190447):CDS	nc_000913 & bop27	"response regulator in two-component regulatory system with phoq" || "response regulator in two-component regulatory system with phoq"	nc_000913 || bop27		
NC_000913:complement(1190616..1191986):CDS	nc_000913 & bop27	"adenylosuccinate lyase" || "adenylosuccinate lyase"	nc_000913 || bop27		
NC_000913:complement(1191990..1192631):CDS	nc_000913 & bop27	"putative lysogenization regulator" || "putative lysogenization regulator"	nc_000913 || bop27		
NC_000913:complement(1192667..1193773):CDS	nc_000913 & bop27	"trna(gln,lys,glu) u34 2-thiouridylase" || "trna(gln,lys,glu) u34 2-thiouridylase"	nc_000913 || bop27		
NC_000913:complement(1193827..1194288):CDS	nc_000913 & bop27	"bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase" || "bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase"	nc_000913 || bop27		
NC_000913:complement(1194298..1194951):CDS	nc_000913 & bop27	"23s rrna pseudouridine(2457) synthase" || "23s rrna pseudouridine(2457) synthase"	nc_000913 || bop27		
NC_000913:1195123..1196373:CDS	nc_000913 & bop27	"isocitrate dehydrogenase; e14 prophage attachment site; tellurite reductase" || "isocitrate dehydrogenase; e14 prophage attachment site; tellurite reductase"	nc_000913 || bop27		
NC_000913:complement(1196867..1197532):CDS	nc_000913 & bop27	"e14 prophage; putative sam-dependent methyltransferase" || "e14 prophage; putative sam-dependent methyltransferase"	nc_000913 || bop27		
NC_000913:complement(1197533..1198237):CDS	nc_000913 & bop27	"e14 prophage; putative inner membrane protein" || "e14 prophage; putative inner membrane protein"	nc_000913 || bop27		
NC_000913:1198695..1199588:CDS	nc_000913 & bop27	"t4 phage exclusion protein; cell death peptidase, e14 prophage" || "t4 phage exclusion protein; cell death peptidase, e14 prophage"	nc_000913 || bop27		
NC_000913:complement(1199679..1200806):CDS	nc_000913 & bop27	"e14 prophage; putative integrase" || "e14 prophage; putative integrase"	nc_000913 || bop27		
NC_000913:complement(1200787..1201032):CDS	nc_000913 & bop27	"e14 prophage; putative excisionase" || "e14 prophage; putative excisionase"	nc_000913 || bop27		
NC_000913:1201497..1201838:CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1201776..1202084):CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1202259..1202933):CDS	nc_000913 & bop27	"e14 prophage; repressor protein phage e14" || "e14 prophage; repressor protein phage e14"	nc_000913 || bop27		
NC_000913:1203024..1203224:CDS	nc_000913 & bop27	"e14 prophage; putative dna-binding transcriptional regulator" || "e14 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1203268..1203825:CDS	nc_000913 & bop27	"e14 prophage; putative dna-binding transcriptional regulator" || "e14 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1203822..1204160:CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1204170..1204403:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:1204404..1205537:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:1205549..1205731:CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1205731..1206142:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:1206143..1206922:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:1206913..1207497:CDS	nc_000913 & bop27	"prohage e14 tail protein homolog" || "prohage e14 tail protein homolog"	nc_000913 || bop27		
NC_000913:1207501..1208130:CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1208132..1208545:CDS	nc_000913 & bop27	"e14 prophage; uncharacterized protein" || "e14 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1208517..1209119):CDS	nc_000913 & bop27	"e14 prophage; putative tail fiber assembly protein" || "e14 prophage; putative tail fiber assembly protein"	nc_000913 || bop27		
NC_000913:complement(1209119..1209619):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:1209685..1210239:CDS	nc_000913 & bop27	"e14 prophage; site-specific dna recombinase" || "e14 prophage; site-specific dna recombinase"	nc_000913 || bop27		
NC_000913:1210346..1211179:CDS	nc_000913 & bop27	"putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine dna binding protein" || "putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine dna binding protein"	nc_000913 || bop27		
NC_000913:1211413..1211577:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(1211680..1212003):CDS	nc_000913 & bop27	"rpos stabilzer during mg starvation, anti-rssb factor" || "rpos stabilzer during mg starvation, anti-rssb factor"	nc_000913 || bop27		
NC_000913:complement(1212703..1213107):CDS	nc_000913 & bop27	"duf1398 family protein" || "duf1398 family protein"	nc_000913 || bop27		
NC_000913:complement(1213328..1214059):CDS	nc_000913 & bop27	"repressor of blue light-responsive genes" || "repressor of blue light-responsive genes"	nc_000913 || bop27		
NC_000913:complement(1214264..1215475):CDS	nc_000913 & bop27	"anti-repressor for ycge, blue light-responsive; fad-binding; inactive c-di-gmp phosphodiesterase-like eal domain protein" || "anti-repressor for ycge, blue light-responsive; fad-binding; inactive c-di-gmp phosphodiesterase-like eal domain protein"	nc_000913 || bop27		
NC_000913:1215789..1216025:CDS	nc_000913 & bop27	"rcsb connector protein for regulation of biofilm and acid-resistance" || "rcsb connector protein for regulation of biofilm and acid-resistance"	nc_000913 || bop27		
NC_000913:1216068..1216340:CDS	nc_000913 & bop27	"rcsb connector protein for regulation of biofilm" || "rcsb connector protein for regulation of biofilm"	nc_000913 || bop27		
NC_000913:1216369..1216635:CDS	nc_000913 & bop27	"rcsb connector protein for regulation of biofilm and acid-resistance" || "rcsb connector protein for regulation of biofilm and acid-resistance"	nc_000913 || bop27		
NC_000913:1216748..1216996:CDS	nc_000913 & bop27	"blue light, low temperature and stress induced protein" || "blue light, low temperature and stress induced protein"	nc_000913 || bop27		
NC_000913:1217328..1218851:CDS	nc_000913 & bop27	"putative membrane-anchored cyclic-di-gmp phosphodiesterase" || "putative membrane-anchored cyclic-di-gmp phosphodiesterase"	nc_000913 || bop27		
NC_000913:1218983..1219201:CDS	nc_000913 & bop27	"inner membrane division septum protein" || "inner membrane division septum protein"	nc_000913 || bop27		
NC_000913:join(1219601..1222174,1222174..1222248):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(1222305..1222634):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1222644..1222988):CDS	nc_000913 & bop27	"upf0757 family protein" || "upf0757 family protein"	nc_000913 || bop27		
NC_000913:complement(1222990..1223163):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1223264..1223449:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:join(1223564..1223671,1223671..1223907):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(1224279..1224545):CDS	nc_000913 & bop27	"cell division topological specificity factor" || "cell division topological specificity factor"	nc_000913 || bop27		
NC_000913:complement(1224549..1225361):CDS	nc_000913 & bop27	"inhibitor of ftsz ring polymerization; chromosome-membrane tethering protein; membrane atpase of the mincdee system" || "inhibitor of ftsz ring polymerization; chromosome-membrane tethering protein; membrane atpase of the mincdee system"	nc_000913 || bop27		
NC_000913:complement(1225385..1226080):CDS	nc_000913 & bop27	"inhibitor of ftsz ring polymerization" || "inhibitor of ftsz ring polymerization"	nc_000913 || bop27		
NC_000913:1226600..1226968:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1227071..1227472):CDS	nc_000913 & bop27	"periplasmic inhibitor of g-type lysozyme" || "periplasmic inhibitor of g-type lysozyme"	nc_000913 || bop27		
NC_000913:1227714..1228007:CDS	nc_000913 & bop27	"upf0745 family protein" || "upf0745 family protein"	nc_000913 || bop27		
NC_000913:1228079..1228738:CDS	nc_000913 & bop27	"putative isomerase/hydrolase" || "putative isomerase/hydrolase"	nc_000913 || bop27		
NC_000913:1228815..1229276:CDS	nc_000913 & bop27	"upf0153 family cysteine cluster protein" || "upf0153 family cysteine cluster protein"	nc_000913 || bop27		
NC_000913:complement(1229483..1230394):CDS	nc_000913 & bop27	"hemolysin e" || "hemolysin e"	nc_000913 || bop27		
NC_000913:1230767..1231186:CDS	nc_000913 & bop27	"translesion error-prone dna polymerase v subunit; reca-activated auto-protease" || "translesion error-prone dna polymerase v subunit; reca-activated auto-protease"	nc_000913 || bop27		
NC_000913:1231186..1232454:CDS	nc_000913 & bop27	"translesion error-prone dna polymerase v subunit; dna polymerase activity" || "translesion error-prone dna polymerase v subunit; dna polymerase activity"	nc_000913 || bop27		
NC_000913:complement(1232500..1233030):CDS	nc_000913 & bop27	"oxidoreductase that catalyzes reoxidation of dsba protein disulfide isomerase i" || "oxidoreductase that catalyzes reoxidation of dsba protein disulfide isomerase i"	nc_000913 || bop27		
NC_000913:complement(1233176..1234717):CDS	nc_000913 & bop27	"sodium:proton antiporter" || "sodium:proton antiporter"	nc_000913 || bop27		
NC_000913:1234938..1235657:CDS	nc_000913 & bop27	"fatty acid metabolism regulon transcriptional regulator" || "fatty acid metabolism regulon transcriptional regulator"	nc_000913 || bop27		
NC_000913:complement(1235709..1237241):CDS	nc_000913 & bop27	"spovr family stationary phase protein" || "spovr family stationary phase protein"	nc_000913 || bop27		
NC_000913:1237571..1238869:CDS	nc_000913 & bop27	"d-amino acid dehydrogenase" || "d-amino acid dehydrogenase"	nc_000913 || bop27		
NC_000913:1238879..1239949:CDS	nc_000913 & bop27	"alanine racemase, catabolic, plp-binding" || "alanine racemase, catabolic, plp-binding"	nc_000913 || bop27		
NC_000913:complement(1240335..1242071):CDS	nc_000913 & bop27	"putative cation/proton antiporter" || "putative cation/proton antiporter"	nc_000913 || bop27		
NC_000913:complement(1242166..1243080):CDS	nc_000913 & bop27	"murein tetrapeptide carboxypeptidase; ld-carboxypeptidase a" || "murein tetrapeptide carboxypeptidase; ld-carboxypeptidase a"	nc_000913 || bop27		
NC_000913:1243180..1243791:CDS	nc_000913 & bop27	"lytic murein endotransglycosylase e" || "lytic murein endotransglycosylase e"	nc_000913 || bop27		
NC_000913:complement(1243793..1244527):CDS	nc_000913 & bop27	"flagellar velocity braking protein, c-di-gmp-regulated" || "flagellar velocity braking protein, c-di-gmp-regulated"	nc_000913 || bop27		
NC_000913:1244728..1244982:CDS	nc_000913 & bop27	"upf0410 family putative inner membrane protein" || "upf0410 family putative inner membrane protein"	nc_000913 || bop27		
NC_000913:1245160..1245600:CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1245679..1247376):CDS	nc_000913 & bop27	"periplasmic trehalase" || "periplasmic trehalase"	nc_000913 || bop27		
NC_000913:complement(1247696..1249114):CDS	nc_000913 & bop27	"putative dihydroxyacetone-specific pts enzymes: hpr, ei components" || "putative dihydroxyacetone-specific pts enzymes: hpr, ei components"	nc_000913 || bop27		
