Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(2976304..2976385):ncRNA || NC_000913:complement(2976302..2976383):ncRNA	nc_000913 & bop27	"srna antisense regulator downregulates om proteins and curli; positively regulated by ompr/envz, hfq-dependent" || "srna antisense regulator downregulates om proteins and curli; positively regulated by ompr/envz, hfq-dependent"	nc_000913 || bop27		
NC_000913:2976599..2977630:CDS	nc_000913	"galactose-inducible d-galactose regulon transcriptional repressor; autorepressor"	nc_000913		
NC_000913:complement(2977637..2978899):CDS	nc_000913	"diaminopimelate decarboxylase, plp-binding"	nc_000913		
NC_000913:2979021..2979956:CDS	nc_000913	"transcriptional activator of lysa; autorepressor"	nc_000913		
NC_000913:complement(2979943..2980635):CDS	nc_000913	"asp/glu_racemase family protein"	nc_000913		
NC_000913:complement(2980764..2982182):CDS	nc_000913	"arabinose transporter"	nc_000913		
NC_000913:complement(2982497..2983258):CDS	nc_000913	"2-dehydro-3-deoxy-d-gluconate 5-dehydrogenase; kdg oxidoreductase; 20-ketosteroid reductase"	nc_000913		
NC_000913:complement(2983288..2984124):CDS	nc_000913	"hexuronate isomerase"	nc_000913		
NC_000913:complement(2984411..2985592):CDS	nc_000913	"short chain acyltransferase"	nc_000913		
NC_000913:2985847..2987076:CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:2987536..2988168:CDS	nc_000913	"putative luxr family transcriptional regulator"	nc_000913		
NC_000913:2988502..2989311:CDS	nc_000913	"putative transcriptional regulator"	nc_000913		
NC_000913:2989304..2989786:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:complement(2989819..2989899):CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:complement(2989935..2990360):CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:2991268..2991759:CDS	nc_000913	"sycd-like chaperone family tpr-repeat-containing protein"	nc_000913		
NC_000913:2992094..2993470:CDS	nc_000913	"putative transcriptional regulator"	nc_000913		
NC_000913:2993638..2993856:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:complement(2996372..2997277):CDS	nc_000913	"is2 transposase tnpb"	nc_000913		
NC_000913:complement(2997235..2997600):CDS	nc_000913	"is2 repressor tnpa"	nc_000913		
NC_000913:complement(2998984..2999057):tRNA || NC_000913:complement(2998982..2999055):tRNA	nc_000913 & bop27	"trna-gly" || "trna-gly"	nc_000913 || bop27		
NC_000913:complement(2999136..2999891):CDS	nc_000913	"lysm domain-containing m23 family putative peptidase; septation lipoprotein"	nc_000913		
NC_000913:3000345..3002603:CDS	nc_000913	"xanthine dehydrogenase, molybdenum binding subunit"	nc_000913		
NC_000913:3002614..3003492:CDS	nc_000913	"xanthine dehydrogenase, fad-binding subunit"	nc_000913		
NC_000913:3003489..3003968:CDS	nc_000913	"xanthine dehydrogenase, fe-s binding subunit"	nc_000913		
NC_000913:complement(3004008..3005786):CDS	nc_000913	"putative sigma-54-interacting transcriptional activator"	nc_000913		
NC_000913:3006262..3007452:CDS	nc_000913	"putative carbamoyltransferase"	nc_000913		
NC_000913:3007510..3008706:CDS	nc_000913	"2,3-diaminopropionate ammonia lyase, plp-dependent"	nc_000913		
NC_000913:3008764..3009975:CDS	nc_000913	"putative peptidase"	nc_000913		
NC_000913:3010028..3011413:CDS	nc_000913	"d-stereospecific phenylhydantoinase"	nc_000913		
NC_000913:3011461..3012393:CDS	nc_000913	"putative amino acid kinase"	nc_000913		
NC_000913:complement(3012614..3014239):CDS	nc_000913	"xdhc-coxi family protein with nad(p)-binding rossman fold"	nc_000913		
NC_000913:complement(3014287..3015057):CDS	nc_000913	"putative selenium-dependent hydroxylase accessory protein"	nc_000913		
NC_000913:3015160..3015738:CDS	nc_000913	"ctp:molybdopterin cytidylyltransferase"	nc_000913		
NC_000913:3016060..3019158:CDS	nc_000913	"putative fe-s subunit oxidoreductase subunit"	nc_000913		
NC_000913:3019161..3020489:CDS	nc_000913	"putative chlorohydrolase/aminohydrolase"	nc_000913		
NC_000913:3020540..3021319:CDS	nc_000913	"putative oxidoreductase"	nc_000913		
NC_000913:3021316..3024186:CDS	nc_000913	"putative hypoxanthine oxidase, molybdopterin-binding/fe-s binding"	nc_000913		
NC_000913:3024351..3025751:CDS	nc_000913	"xanthine permease"	nc_000913		
NC_000913:3025766..3027085:CDS	nc_000913	"guanine deaminase"	nc_000913		
NC_000913:3027121..3028488:CDS	nc_000913	"guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:h+ symporter"	nc_000913		
NC_000913:complement(3028524..3029012):CDS	nc_000913	"putative 4fe-4s ferredoxin-type oxidoreductase subunit"	nc_000913		
NC_000913:complement(3029012..3030931):CDS	nc_000913	"putative oxidoreductase, fe-s subunit/nucleotide-binding subunit"	nc_000913		
NC_000913:3031367..3032815:CDS	nc_000913	"uric acid permease"	nc_000913		
NC_000913:3032817..3032942:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:3033065..3033613:CDS	nc_000913	"isopentenyl diphosphate isomerase"	nc_000913		
NC_000913:complement(3033657..3035174):CDS	nc_000913	"lysine trna synthetase, constitutive"	nc_000913		
NC_000913:complement(3036373..3038106):CDS	nc_000913	"ssdna exonuclease, 5' --> 3'-specific"	nc_000913		
NC_000913:complement(3038112..3038822):CDS	nc_000913	"protein disulfide isomerase ii"	nc_000913		
NC_000913:complement(3038847..3039743):CDS	nc_000913	"site-specific tyrosine recombinase"	nc_000913		
NC_000913:3039855..3040376:CDS	nc_000913	"flavodoxin 2"	nc_000913		
NC_000913:complement(3040416..3040823):CDS	nc_000913	"toxin of cptab toxin-antitoxin pair"	nc_000913		
NC_000913:complement(3040804..3041070):CDS	nc_000913	"flavinator of succinate dehydrogenase; antitoxin of cptab toxin-antitoxin pair"	nc_000913		
NC_000913:3041313..3042293:CDS	nc_000913	"iron-sulfur cluster repair protein, plumbagin resistance"	nc_000913		
NC_000913:complement(3042489..3043148):CDS	nc_000913	"hemolysin iii family hyliii inner membrane protein"	nc_000913		
NC_000913:complement(3043312..3043623):CDS	nc_000913	"upf0267 family protein"	nc_000913		
NC_000913:3043662..3045101:CDS	nc_000913	"6-phospho-beta-glucosidase a"	nc_000913		
NC_000913:complement(3045158..3045901):CDS	nc_000913	"putative nad(p)-dependent oxidoreductase"	nc_000913		
NC_000913:complement(3046168..3049041):CDS	nc_000913	"glycine decarboxylase, plp-dependent, subunit p of glycine cleavage complex"	nc_000913		
NC_000913:complement(3049160..3049549):CDS	nc_000913	"glycine cleavage complex lipoylprotein"	nc_000913		
NC_000913:complement(3049573..3050667):CDS	nc_000913	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (t protein) of glycine cleavage complex"	nc_000913		
NC_000913:complement(3051115..3052317):CDS	nc_000913	"2-octaprenylphenol hydroxylase, fad-dependent"	nc_000913		
NC_000913:complement(3052340..3053518):CDS	nc_000913	"2-octaprenyl-6-methoxyphenol hydroxylase, fad/nad(p)-binding"	nc_000913		
NC_000913:complement(3053515..3054840):CDS	nc_000913	"proline aminopeptidase p ii"	nc_000913		
NC_000913:complement(3054866..3055444):CDS	nc_000913	"upf0149 family protein"	nc_000913		
NC_000913:3055612..3055941:CDS	nc_000913	"ftsz stabilizer"	nc_000913		
NC_000913:3055983..3056165:ncRNA || NC_000913:3055981..3056163:ncRNA	nc_000913 & bop27	"6s rna inhibits rna polymerase promoter binding" || "6s rna inhibits rna polymerase promoter binding"	nc_000913 || bop27		
NC_000913:3056241..3056789:CDS	nc_000913	"5-formyltetrahydrofolate cyclo-ligase family protein"	nc_000913		
NC_000913:3056849..3056988:ncRNA || NC_000913:3056847..3056986:ncRNA	nc_000913 & bop27	"srna antisense regulator of toxic ibsc protein" || "srna antisense regulator of toxic ibsc protein"	nc_000913 || bop27		
NC_000913:complement(3056890..3056949):CDS	nc_000913	"toxic membrane protein"	nc_000913		
NC_000913:complement(3057178..3058410):CDS	nc_000913	"d-3-phosphoglycerate dehydrogenase"	nc_000913		
NC_000913:complement(3058666..3059325):CDS	nc_000913	"ribose 5-phosphate isomerase, constitutive"	nc_000913		
NC_000913:3059753..3060646:CDS	nc_000913	"transcriptional regulator for arginine transport and dna replication genes; replication initiation inhibitor"	nc_000913		
NC_000913:3060850..3062994:CDS	nc_000913	"methylmalonyl-coa mutase"	nc_000913		
NC_000913:3062987..3063982:CDS	nc_000913	"membrane atpase/protein kinase"	nc_000913		
NC_000913:3063993..3064778:CDS	nc_000913	"methylmalonyl-coa decarboxylase, biotin-independent"	nc_000913		
NC_000913:3064802..3066280:CDS	nc_000913	"propionyl-coa:succinate coa transferase"	nc_000913		
NC_000913:complement(3066277..3067173):CDS	nc_000913	"putative dna-binding transcriptional regulator"	nc_000913		
NC_000913:complement(3067340..3068080):CDS	nc_000913	"oxidative stress defense protein"	nc_000913		
NC_000913:complement(3068173..3068808):CDS	nc_000913	"arginine transporter"	nc_000913		
NC_000913:complement(3068947..3069807):CDS	nc_000913	"mechanosensitive channel protein, small conductance"	nc_000913		
NC_000913:complement(3070165..3071244):CDS	nc_000913	"fructose-bisphosphate aldolase, class ii"	nc_000913		
NC_000913:complement(3071459..3072622):CDS	nc_000913	"phosphoglycerate kinase"	nc_000913		
NC_000913:complement(3072672..3073691):CDS	nc_000913	"d-erythrose 4-phosphate dehydrogenase"	nc_000913		
NC_000913:complement(3073976..3074689):CDS	nc_000913	"putative pank family p-loop kinase"	nc_000913		
NC_000913:complement(3074686..3075195):CDS	nc_000913	"mtlr family putative transcriptional repressor"	nc_000913		
NC_000913:complement(3075217..3076182):CDS	nc_000913	"fructose 1,6 bisphosphatase isozyme"	nc_000913		
NC_000913:complement(3076179..3077456):CDS	nc_000913	"putative zn-binding dehydrogenase"	nc_000913		
NC_000913:complement(3077471..3078859):CDS	nc_000913	"putative mannitol-specific pts iib and iic components"	nc_000913		
NC_000913:complement(3078887..3079330):CDS	nc_000913	"putative mannitol-specific enzyme iia component of pts"	nc_000913		
NC_000913:complement(3079644..3081635):CDS	nc_000913	"transketolase 1, thiamine triphosphate-binding"	nc_000913		
NC_000913:3081913..3082671:CDS	nc_000913	"phe-phe periplasmic metalloprotease, om lipoprotein; low salt-inducible; era-binding heat shock protein"	nc_000913		
NC_000913:complement(3082877..3083797):CDS	nc_000913	"agmatinase"	nc_000913		
NC_000913:complement(3083935..3085911):CDS	nc_000913	"biosynthetic arginine decarboxylase, plp-binding"	nc_000913		
NC_000913:complement(3085920..3086051):CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:3086187..3086402:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:3086706..3087860:CDS	nc_000913	"s-adenosylmethionine synthetase"	nc_000913		
NC_000913:3088284..3089678:CDS	nc_000913	"d-galactose transporter"	nc_000913		
NC_000913:3089755..3090252:CDS	nc_000913	"zn-dependent metalloprotease-related protein"	nc_000913		
NC_000913:3090347..3091054:CDS	nc_000913	"dna-specific endonuclease i"	nc_000913		
NC_000913:3091134..3091865:CDS	nc_000913	"16s rrna m(3)u1498 methyltransferase, sam-dependent"	nc_000913		
NC_000913:3091878..3092828:CDS	nc_000913	"glutathione synthetase"	nc_000913		
NC_000913:3092937..3093500:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:3093500..3093916:CDS	nc_000913	"putative holliday junction resolvase"	nc_000913		
NC_000913:complement(3094100..3095080):CDS	nc_000913	"putative pilt family aaa+ atpase"	nc_000913		
NC_000913:3095098..3095802:CDS	nc_000913	"upf0001 family protein, plp-binding"	nc_000913		
NC_000913:3095820..3096386:CDS	nc_000913	"putative inner membrane protein; compensates for loss in k+ uptake"	nc_000913		
NC_000913:3096383..3096673:CDS	nc_000913	"upf0235 family protein"	nc_000913		
NC_000913:3096681..3097274:CDS	nc_000913	"ditp/xtp pyrophosphatase"	nc_000913		
NC_000913:3097267..3098403:CDS	nc_000913	"hemn family putative oxidoreductase"	nc_000913		
NC_000913:complement(3098558..3099565):CDS	nc_000913	"duf1202 family putative secreted protein"	nc_000913		
NC_000913:complement(3099682..3100728):CDS	nc_000913	"periplasmic l-asparaginase 2"	nc_000913		
NC_000913:complement(3100904..3101623):CDS	nc_000913	"duf2884 family putative periplasmic protein"	nc_000913		
NC_000913:complement(3101807..3102133):CDS	nc_000913	"duf469 family protein"	nc_000913		
NC_000913:complement(3102133..3102852):CDS	nc_000913	"trna m(7)g46 methyltransferase, sam-dependent"	nc_000913		
NC_000913:3103013..3104065:CDS	nc_000913	"adenine dna glycosylase"	nc_000913		
NC_000913:3104093..3104368:CDS	nc_000913	"oxidative damage protective factor for iron-sulfur proteins"	nc_000913		
NC_000913:3104433..3105512:CDS	nc_000913	"membrane-bound lytic murein transglycosylase c"	nc_000913		
NC_000913:3105714..3106970:CDS	nc_000913	"nucleoside transporter"	nc_000913		
NC_000913:complement(3107020..3109155):CDS	nc_000913	"ornithine decarboxylase, constitutive"	nc_000913		
NC_000913:3109553..3110260:CDS	nc_000913	"duf554 family putative inner membrane protein"	nc_000913		
NC_000913:3110366..3110441:tRNA || NC_000913:3110364..3110439:tRNA	nc_000913 & bop27	"trna-phe" || "trna-phe"	nc_000913 || bop27		
NC_000913:complement(3110590..3111126):CDS	nc_000913	"putative membrane-anchored secretion pathway m-type protein"	nc_000913		
NC_000913:complement(3113067..3113477):CDS	nc_000913	"secretin (gspdbeta) om localization lipoprotein pilotin"	nc_000913		
NC_000913:complement(3113543..3114352):CDS	nc_000913	"bifunctional prepilin leader peptidase/ methylase"	nc_000913		
NC_000913:complement(3114550..3119112):CDS	nc_000913	"putative secreted and surface-associated lipoprotein mucinase"	nc_000913		
NC_000913:complement(3119597..3121279):CDS	nc_000913	"glycolate transporter"	nc_000913		
NC_000913:complement(3121634..3123805):CDS	nc_000913	"malate synthase g"	nc_000913		
NC_000913:complement(3123827..3124231):CDS	nc_000913	"duf336 family protein"	nc_000913		
NC_000913:complement(3124236..3125459):CDS	nc_000913	"glycolate oxidase 4fe-4s iron-sulfur cluster subunit"	nc_000913		
NC_000913:complement(3125470..3126522):CDS	nc_000913	"glycolate oxidase fad binding subunit"	nc_000913		
NC_000913:complement(3126522..3128021):CDS	nc_000913	"glycolate oxidase subunit, fad-linked"	nc_000913		
NC_000913:3128272..3129036:CDS	nc_000913	"glycolate-inducible glc operon transcriptional repressor; autorepressor"	nc_000913		
NC_000913:3130178..3131194:CDS	nc_000913	"is5 transposase and trans-activator"	nc_000913		
NC_000913:complement(3131341..3132408):CDS	nc_000913	"putative inner membrane polysaccharide flippase"	nc_000913		
NC_000913:complement(3132454..3133212):CDS	nc_000913	"putative atp-binding protein"	nc_000913		
NC_000913:complement(3133244..3133957):CDS	nc_000913	"putative atp-binding protein"	nc_000913		
NC_000913:3134131..3134823:CDS	nc_000913	"putative atp-binding protein"	nc_000913		
NC_000913:complement(3134872..3136371):CDS	nc_000913	"phosphate transporter"	nc_000913		
NC_000913:complement(3136663..3138522):CDS	nc_000913	"glutathionylspermidine amidase and glutathionylspermidine synthetase"	nc_000913		
NC_000913:3138727..3139593:CDS	nc_000913	"putative s-transferase"	nc_000913		
NC_000913:complement(3139716..3139964):CDS	nc_000913	"hydrogenase 2 accessory protein"	nc_000913		
NC_000913:complement(3139977..3140318):CDS	nc_000913	"protein involved with the maturation of hydrogenases 1 and 2"	nc_000913		
NC_000913:complement(3140311..3140799):CDS	nc_000913	"hydrogenase 2-specific chaperone"	nc_000913		
NC_000913:complement(3140792..3141286):CDS	nc_000913	"maturation protease for hydrogenase 2"	nc_000913		
NC_000913:complement(3141286..3142989):CDS	nc_000913	"hydrogenase 2, large subunit"	nc_000913		
NC_000913:complement(3142986..3144164):CDS	nc_000913	"putative hydrogenase 2 cytochrome b type component"	nc_000913		
NC_000913:complement(3144154..3145140):CDS	nc_000913	"hydrogenase 2 4fe-4s ferredoxin-type component"	nc_000913		
NC_000913:complement(3145143..3146261):CDS	nc_000913	"hydrogenase 2, small subunit"	nc_000913		
NC_000913:complement(3146450..3146737):CDS	nc_000913	"duf2623 family protein"	nc_000913		
NC_000913:3147897..3148937:CDS	nc_000913	"l-glyceraldehyde 3-phosphate reductase"	nc_000913		
NC_000913:complement(3148977..3149471):CDS	nc_000913	"upf0114 family putative inner membrane protein"	nc_000913		
NC_000913:3149662..3150546:CDS	nc_000913	"putative oxidoreductase"	nc_000913		
NC_000913:complement(3150818..3151243):CDS	nc_000913	"membrane spanning protein in tonb-exbb-exbd complex"	nc_000913		
NC_000913:complement(3151250..3151984):CDS	nc_000913	"membrane spanning protein in tonb-exbb-exbd complex"	nc_000913		
NC_000913:3152236..3153423:CDS	nc_000913	"cystathionine beta-lyase, plp-dependent"	nc_000913		
NC_000913:3153563..3154222:CDS	nc_000913	"general envelope maintenance protein; deda family inner membrane protein; putative multidrug efflux transporter"	nc_000913		
NC_000913:complement(3154262..3155218):CDS	nc_000913	"transcriptional activator of yqhd"	nc_000913		
NC_000913:3155355..3156518:CDS	nc_000913	"aldehyde reductase, nadph-dependent"	nc_000913		
NC_000913:3156623..3157450:CDS	nc_000913	"2,5-diketo-d-gluconate reductase a"	nc_000913		
NC_000913:3157650..3158576:CDS	nc_000913	"duf3828 family putative periplasmic protein"	nc_000913		
NC_000913:3158627..3158884:CDS	nc_000913	"outer membrane lipoprotein, lpp paralog"	nc_000913		
NC_000913:complement(3158927..3161146):CDS	nc_000913	"radical sam superfamily protein"	nc_000913		
NC_000913:complement(3161257..3162669):CDS	nc_000913	"septal ring component that protects the divisome from stress; multicopy suppressor of ftsi(ts)"	nc_000913		
NC_000913:complement(3162744..3163481):CDS	nc_000913	"1-acyl-sn-glycerol-3-phosphate acyltransferase"	nc_000913		
NC_000913:complement(3163715..3165973):CDS	nc_000913	"dna topoisomerase iv, subunit a"	nc_000913		
NC_000913:complement(3166111..3167718):CDS	nc_000913	"putative abc transporter permease"	nc_000913		
NC_000913:complement(3167851..3168246):CDS	nc_000913	"antitoxin for mqsr toxin; transcriptional repressor"	nc_000913		
NC_000913:complement(3168248..3168544):CDS	nc_000913	"gcu-specific mrna interferase toxin of the mqsr-mqsa toxin-antitoxin system; biofilm/motility regulator; anti-repressor"	nc_000913		
NC_000913:complement(3168749..3169231):CDS	nc_000913	"transcriptional repressor for mcbr biofilm gene"	nc_000913		
NC_000913:complement(3169284..3169676):CDS	nc_000913	"hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced ob-fold protein"	nc_000913		
NC_000913:3169828..3170487:CDS	nc_000913	"quorum sensing dna-binding response regulator in two-component regulatory system with qsec"	nc_000913		
NC_000913:3170484..3171833:CDS	nc_000913	"quorum sensing sensory histidine kinase in two-component regulatory system with qseb"	nc_000913		
NC_000913:complement(3171879..3172211):CDS	nc_000913	"inner membrane protein"	nc_000913		
NC_000913:3172530..3173111:CDS	nc_000913	"nadph quinone reductase"	nc_000913		
NC_000913:3173142..3173456:CDS	nc_000913	"quinol monooxygenase"	nc_000913		
NC_000913:complement(3173504..3175396):CDS	nc_000913	"dna topoisomerase iv, subunit b"	nc_000913		
NC_000913:complement(3175425..3176006):CDS	nc_000913	"acyl coa esterase"	nc_000913		
NC_000913:complement(3176006..3176833):CDS	nc_000913	"3',5' camp phosphodiesterase"	nc_000913		
NC_000913:complement(3176858..3177280):CDS	nc_000913	"duf1249 protein yqib"	nc_000913		
NC_000913:complement(3177281..3177910):CDS	nc_000913	"adp-ribose pyrophosphatase"	nc_000913		
NC_000913:3178115..3179596:CDS	nc_000913	"transport channel"	nc_000913		
NC_000913:3179744..3180415:CDS	nc_000913	"duf1190 family protein"	nc_000913		
NC_000913:3180421..3181581:CDS	nc_000913	"atp-grasp family atpase"	nc_000913		
NC_000913:complement(3181619..3182407):CDS	nc_000913	"4,5- dopa-extradiol-dioxygenase"	nc_000913		
NC_000913:3182550..3183323:CDS	nc_000913	"zinc transporter"	nc_000913		
NC_000913:complement(3183813..3184466):CDS	nc_000913	"3,4-dihydroxy-2-butanone-4-phosphate synthase"	nc_000913		
NC_000913:3184840..3185130:CDS	nc_000913	"bmfp family putative fusogenic protein"	nc_000913		
NC_000913:3185414..3185965:CDS	nc_000913	"putative fimbrial-like adhesin protein"	nc_000913		
NC_000913:3186187..3186552:CDS	nc_000913	"is2 repressor tnpa"	nc_000913		
NC_000913:3186510..3187415:CDS	nc_000913	"is2 transposase tnpb"	nc_000913		
NC_000913:3189881..3190630:CDS	nc_000913	"putative periplasmic pilin chaperone"	nc_000913		
NC_000913:3190632..3191696:CDS	nc_000913	"fimbrial protein"	nc_000913		
NC_000913:complement(3191739..3191939):CDS	nc_000913	"motility and biofilm regulator"	nc_000913		
NC_000913:3192208..3192837:CDS	nc_000913	"duf1449 family inner membrane protein"	nc_000913		
NC_000913:3192864..3194525:CDS	nc_000913	"phb family membrane protein, function unknown"	nc_000913		
NC_000913:complement(3194723..3194865):ncRNA || NC_000913:complement(3194721..3194863):ncRNA	nc_000913 & bop27	"srna antisense regulator of toxic ibsd protein" || "srna antisense regulator of toxic ibsd protein"	nc_000913 || bop27		
NC_000913:3194766..3194825:CDS	nc_000913	"toxic membrane protein"	nc_000913		
NC_000913:complement(3195099..3195240):ncRNA || NC_000913:complement(3195097..3195238):ncRNA	nc_000913 & bop27	"srna antisense regulator of toxic ibse protein" || "srna antisense regulator of toxic ibse protein"	nc_000913 || bop27		
NC_000913:3195141..3195200:CDS	nc_000913	"toxic membrane protein"	nc_000913		
NC_000913:complement(3195320..3196753):CDS	nc_000913	"heptose 7-phosphate kinase and heptose 1-phosphate adenyltransferase"	nc_000913		
NC_000913:complement(3196801..3199641):CDS	nc_000913	"fused deadenylyltransferase/adenylyltransferase for glutamine synthetase"	nc_000913		
NC_000913:complement(3199664..3200965):CDS	nc_000913	"inorganic triphosphatase"	nc_000913		
NC_000913:3201207..3201827:CDS	nc_000913	"sh3 domain protein"	nc_000913		
NC_000913:3201891..3203129:CDS	nc_000913	"fused trna nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase"	nc_000913		
NC_000913:complement(3203310..3204131):CDS	nc_000913	"undecaprenyl pyrophosphate phosphatase"	nc_000913		
NC_000913:complement(3204221..3204589):CDS	nc_000913	"dihydroneopterin aldolase and dihydroneopterin triphosphate 2'-epimerase"	nc_000913		
NC_000913:3204694..3205311:CDS	nc_000913	"putative glycerol-3-phosphate acyltransferase"	nc_000913		
NC_000913:complement(3205324..3206256):CDS	nc_000913	"transcriptional activator of ttdabt"	nc_000913		
NC_000913:3206463..3207374:CDS	nc_000913	"l-tartrate dehydratase, alpha subunit"	nc_000913		
NC_000913:3207371..3207976:CDS	nc_000913	"l-tartrate dehydratase, beta subunit"	nc_000913		
NC_000913:3208024..3209487:CDS	nc_000913	"l-tartrate/succinate antiporte"	nc_000913		
NC_000913:complement(3209530..3210543):CDS	nc_000913	"trna(ann) t(6)a37 threonylcarbamoyladenosine modification protein; glycation binding protein"	nc_000913		
NC_000913:3210781..3210996:CDS	nc_000913	"30s ribosomal subunit protein s21"	nc_000913		
NC_000913:3211107..3212852:CDS	nc_000913	"dna primase"	nc_000913		
NC_000913:3213047..3214888:CDS	nc_000913	"rna polymerase, sigma 70 (sigma d) factor"	nc_000913		
NC_000913:complement(3214967..3215473):CDS	nc_000913	"g/u mismatch-specific dna glycosylase; xanthine dna glycosylase"	nc_000913		
NC_000913:3215598..3215673:tRNA || NC_000913:3215596..3215671:tRNA	nc_000913 & bop27	"trna-ile" || "trna-ile"	nc_000913 || bop27		
NC_000913:complement(3215727..3216491):CDS	nc_000913	"putative siderophore interacting protein"	nc_000913		
NC_000913:3216779..3217402:CDS	nc_000913	"padr family putative transcriptional regulator"	nc_000913		
NC_000913:complement(3217556..3219076):CDS	nc_000913	"fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component"	nc_000913		
NC_000913:3219494..3220873:CDS	nc_000913	"putrescine:2-oxoglutaric acid aminotransferase, plp-dependent"	nc_000913		
NC_000913:complement(3220915..3221247):CDS	nc_000913	"putative trna binding protein; putative trna corner chaperone"	nc_000913		
NC_000913:3221466..3222449:CDS	nc_000913	"transcriptional repressor"	nc_000913		
NC_000913:3222633..3225725:CDS	nc_000913	"evolved beta-d-galactosidase, alpha subunit"	nc_000913		
NC_000913:3225722..3226171:CDS	nc_000913	"evolved beta-d-galactosidase, beta subunit; cupin superfamily"	nc_000913		
NC_000913:3226234..3227667:CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:3227801..3228871:CDS	nc_000913	"putative periplasmic protein"	nc_000913		
NC_000913:3228888..3231239:CDS	nc_000913	"alpha-glucosidase"	nc_000913		
NC_000913:3231665..3233683:CDS	nc_000913	"2,4-dienoyl-coa reductase, nadh and fmn-linked"	nc_000913		
NC_000913:complement(3233728..3234144):CDS	nc_000913	"antitoxinof the higb-higa toxin-antitoxin system"	nc_000913		
NC_000913:complement(3234141..3234455):CDS	nc_000913	"mrna interferase toxin of the higb-higa toxin-antitoxin system"	nc_000913		
NC_000913:complement(3234739..3235875):CDS	nc_000913	"23s rrna m(2)g1835 methyltransferase, sam-dependent"	nc_000913		
NC_000913:3235960..3236463:CDS	nc_000913	"putative metal dependent hydrolase"	nc_000913		
NC_000913:3236540..3237232:CDS	nc_000913	"duf218 superfamily protein"	nc_000913		
NC_000913:3237311..3238297:CDS	nc_000913	"putative nad(p)-dependent dehydrogenase"	nc_000913		
NC_000913:3238580..3239545:CDS	nc_000913	"putative membrane-bound redox modulator"	nc_000913		
NC_000913:3239944..3241188:CDS	nc_000913	"sodium:serine/threonine symporter"	nc_000913		
NC_000913:complement(3241193..3241744):CDS	nc_000913	"imp-ygjv family inner membrane protein"	nc_000913		
NC_000913:complement(3241827..3243314):CDS	nc_000913	"altronate hydrolase"	nc_000913		
NC_000913:complement(3243329..3244741):CDS	nc_000913	"uronate isomerase"	nc_000913		
NC_000913:3245224..3246522:CDS	nc_000913	"hexuronate transporter"	nc_000913		
NC_000913:3246652..3247428:CDS	nc_000913	"hexuronate regulon transcriptional repressor; autorepressor"	nc_000913		
NC_000913:3247773..3248435:CDS	nc_000913	"general envelope maintenance protein; deda family inner membrane protein; putative multidrug efflux transporter"	nc_000913		
NC_000913:3248439..3248822:CDS	nc_000913	"modulator of envz/ompr regulon"	nc_000913		
NC_000913:3248969..3249337:CDS	nc_000913	"duf1090 family putative periplasmic protein"	nc_000913		
NC_000913:3249375..3249680:CDS	nc_000913	"membrane-anchored ribosome-binding protein"	nc_000913		
NC_000913:3249683..3250087:CDS	nc_000913	"duf1469 family inner membrane protein"	nc_000913		
NC_000913:3250077..3250376:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:3250562..3250954:CDS	nc_000913	"putative quinol oxidase subunit"	nc_000913		
NC_000913:3251024..3252010:CDS	nc_000913	"putative s-transferase"	nc_000913		
NC_000913:3252304..3252669:CDS	nc_000913	"duf805 family inner membrane protein"	nc_000913		
NC_000913:3252911..3253267:CDS	nc_000913	"duf805 family inner membrane protein"	nc_000913		
NC_000913:complement(3253318..3254214):CDS	nc_000913	"lysr family putative transcriptional regulator"	nc_000913		
NC_000913:3254319..3255020:CDS	nc_000913	"redox-sensitive bicupin"	nc_000913		
NC_000913:3255043..3255207:CDS	nc_000913	"uncharacterized protein"	nc_000913		
NC_000913:complement(3255341..3256651):CDS	nc_000913	"putative l-serine dehydratase alpha chain"	nc_000913		
NC_000913:complement(3256679..3258010):CDS	nc_000913	"putative transporter"	nc_000913		
NC_000913:complement(3258285..3259649):CDS	nc_000913	"l-serine dehydratase 3, anaerobic"	nc_000913		
NC_000913:complement(3259721..3260110):CDS	nc_000913	"putative reactive intermediate deaminase"	nc_000913		
